0.000000000000000000e+00	-7.499999999999999722e-03	-6.499999999999999702e-03	-5.499999999999999681e-03	-4.499999999999999660e-03	-3.500000000000000073e-03	-2.500000000000000052e-03	-1.500000000000000031e-03	-5.000000000000000104e-04	5.000000000000000104e-04	1.500000000000000031e-03	2.500000000000000052e-03	3.500000000000000073e-03	4.499999999999999660e-03	5.499999999999999681e-03	6.499999999999999702e-03	7.499999999999999722e-03
-8.550000000000000655e-02	2.429170329462490821e-09	3.678573838489312798e-09	4.974127963962027710e-09	5.696413869577275398e-09	6.634305902685084467e-09	7.184535687393118502e-09	7.587911056660142759e-09	6.014543492820023142e-09	3.784117212511166627e-09	2.293389255297153228e-09	3.105960843288092477e-09	3.446947513990387357e-09	4.235500123264961930e-09	4.783613582466761372e-09	4.111787613801080852e-09	4.175920023791797040e-09
-8.450000000000000566e-02	2.441548355914839345e-09	3.690951864941661736e-09	4.986505990414376234e-09	5.708791896029623922e-09	6.646683929137433818e-09	7.196913713845466199e-09	7.600289083112490456e-09	6.026921519272371666e-09	3.796495238963515151e-09	2.305767281749502166e-09	3.118338869740440587e-09	3.459325540442735881e-09	4.247878149717310454e-09	4.795991608919110723e-09	4.124165640253430203e-09	4.188298050244144737e-09
-8.350000000000000477e-02	2.572941064620047508e-09	3.822344573646869485e-09	5.117898699119585224e-09	5.840184604734831258e-09	6.778076637842641981e-09	7.328306422550675189e-09	7.731681791817696964e-09	6.158314227977579002e-09	3.927887947668722486e-09	2.437159990454710329e-09	3.249731578445649163e-09	3.590718249147944458e-09	4.379270858422518616e-09	4.927384317624319713e-09	4.255558348958637539e-09	4.319690758949353727e-09
-8.250000000000000389e-02	3.266454641935831366e-09	4.515858150962652930e-09	5.811412276435367842e-09	6.533698182050615530e-09	7.471590215158424598e-09	8.021819999866457806e-09	8.425195369133482890e-09	6.851827805293363274e-09	4.621401524984506758e-09	3.130673567770493773e-09	3.943245155761432608e-09	4.284231826463727902e-09	5.072784435738302061e-09	5.620897894940102330e-09	4.949071926274421811e-09	5.013204336265137999e-09
-8.150000000000000300e-02	3.970433755283312034e-09	5.219837264310133598e-09	6.515391389782850164e-09	7.237677295398097025e-09	8.175569328505906094e-09	8.725799113213939302e-09	9.129174482480962731e-09	7.555806918640842288e-09	5.325380638331987426e-09	3.834652681117973201e-09	4.647224269108913276e-09	4.988210939811208571e-09	5.776763549085783557e-09	6.324877008287583826e-09	5.653051039621901652e-09	5.717183449612617840e-09
-8.050000000000000211e-02	4.680604426304181667e-09	5.930007935331004058e-09	7.225562060803719797e-09	7.947847966418967485e-09	8.885739999526775726e-09	9.435969784234810588e-09	9.839345153501832364e-09	8.265977589661713574e-09	6.035551309352857886e-09	4.544823352138843660e-09	5.357394940129783736e-09	5.698381610832078203e-09	6.486934220106653189e-09	7.035047679308453458e-09	6.363221710642772112e-09	6.427354120633487472e-09
-7.950000000000000122e-02	5.584105719579791446e-09	6.833509228606613838e-09	8.129063354079327922e-09	8.851349259694575610e-09	9.789241292802387161e-09	1.033947107751041706e-08	1.074284644677744214e-08	9.169478882937323354e-09	6.939052602628466011e-09	5.448324645414453440e-09	6.260896233405392689e-09	6.601882904107687983e-09	7.390435513382263796e-09	7.938548972584064065e-09	7.266723003918381891e-09	7.330855413909096425e-09
-7.850000000000000033e-02	6.170278057363910175e-09	7.419681566390730912e-09	8.715235691863449133e-09	9.437521597478695167e-09	1.037541363058650506e-08	1.092564341529453662e-08	1.132901878456156005e-08	9.755651220721441256e-09	7.525224940412585568e-09	6.034496983198572169e-09	6.847068571189511418e-09	7.188055241891807539e-09	7.976607851166381698e-09	8.524721310368181967e-09	7.852895341702499793e-09	7.917027751693215981e-09
-7.749999999999999944e-02	6.917525864661245015e-09	8.166929373688064924e-09	9.462483499160783145e-09	1.018476940477603083e-08	1.112266143788383907e-08	1.167289122259187063e-08	1.207626659185889571e-08	1.050289902801877527e-08	8.272472747709921234e-09	6.781744790495907008e-09	7.594316378486847084e-09	7.935303049189142378e-09	8.723855658463715710e-09	9.271969117665515979e-09	8.600143148999835460e-09	8.664275558990549993e-09
-7.649999999999999856e-02	7.439921630260438758e-09	8.689325139287259495e-09	9.984879264759976061e-09	1.070716517037522375e-08	1.164505720348303364e-08	1.219528698819106354e-08	1.259866235745808863e-08	1.102529479361796984e-08	8.794868513309114150e-09	7.304140556095100752e-09	8.116712144086040000e-09	8.457698814788335295e-09	9.246251424062910280e-09	9.794364883264710550e-09	9.122538914599028376e-09	9.186671324589744564e-09
-7.549999999999999767e-02	7.264352014059313690e-09	8.513755523086135254e-09	9.809309648558850166e-09	1.053159555417409785e-08	1.146948758728190940e-08	1.201971737198994096e-08	1.242309274125696273e-08	1.084972517741684725e-08	8.619298897107988255e-09	7.128570939893974856e-09	7.941142527884914105e-09	8.282129198587209399e-09	9.070681807861786039e-09	9.618795267063586309e-09	8.946969298397904135e-09	9.011101708388618668e-09
-7.449999999999999678e-02	6.540136015644153099e-09	7.789539524670975491e-09	9.085093650143690403e-09	9.807379555758938090e-09	1.074527158886674799e-08	1.129550137357477954e-08	1.169887674284180297e-08	1.012550917900168418e-08	7.895082898692828492e-09	6.404354941478815093e-09	7.216926529469754342e-09	7.557913200172051290e-09	8.346465809446626276e-09	8.894579268648426546e-09	8.222753299982744372e-09	8.286885709973457251e-09
-7.349999999999999589e-02	6.219805968746548700e-09	7.469209477773368610e-09	8.764763603246085176e-09	9.487049508861332864e-09	1.042494154196914276e-08	1.097517132667717597e-08	1.137854669594419774e-08	9.805179132104082262e-09	7.574752851795223265e-09	6.084024894581209867e-09	6.896596482572149115e-09	7.237583153274443582e-09	8.026135762549021050e-09	8.574249221750821319e-09	7.902423253085139145e-09	7.966555663075852024e-09
-7.249999999999999500e-02	5.173784949401408910e-09	6.423188458428231301e-09	7.718742583900946213e-09	8.441028489516193901e-09	9.378920522624003797e-09	9.929150307332037005e-09	1.033252567659905878e-08	8.759158112758941645e-09	6.528731832450083475e-09	5.038003875236070904e-09	5.850575463227010152e-09	6.191562133929305447e-09	6.980114743203880433e-09	7.528228202405680702e-09	6.856402233739998528e-09	6.920534643730714716e-09
-7.149999999999999412e-02	4.735429943448283324e-09	5.984833452475104888e-09	7.280387577947820628e-09	8.002673483563068315e-09	8.940565516670876557e-09	9.490795301378908110e-09	9.894170670645933195e-09	8.320803106805812751e-09	6.090376826496957889e-09	4.599648869282944491e-09	5.412220457273884567e-09	5.753207127976179861e-09	6.541759737250754020e-09	7.089873196452555116e-09	6.418047227786872942e-09	6.482179637777588303e-09
-7.049999999999999323e-02	4.841730853220650722e-09	6.091134362247473113e-09	7.386688487720188852e-09	8.108974393335435713e-09	9.046866426443245609e-09	9.597096211151278817e-09	1.000047158041830059e-08	8.427104016578183457e-09	6.196677736269326941e-09	4.705949779055313543e-09	5.518521367046252791e-09	5.859508037748547259e-09	6.648060647023122244e-09	7.196174106224922514e-09	6.524348137559241994e-09	6.588480547549956528e-09
-6.950000000000000622e-02	5.019277589238846886e-09	6.268681098265669277e-09	7.564235223738384189e-09	8.286521129353631877e-09	9.224413162461440118e-09	9.774642947169473326e-09	1.017801831643649676e-08	8.604650752596377966e-09	6.374224472287522278e-09	4.883496515073508879e-09	5.696068103064448955e-09	6.037054773766743422e-09	6.825607383041317581e-09	7.373720842243117850e-09	6.701894873577437331e-09	6.766027283568152691e-09
