0.000000000000000000e+00	-1.000000000000000021e-02	-8.999999999999999320e-03	-8.000000000000000167e-03	-7.000000000000000146e-03	-6.000000000000000125e-03	-5.000000000000000104e-03	-4.000000000000000083e-03	-3.000000000000000062e-03	-2.000000000000000042e-03	-1.000000000000000021e-03	0.000000000000000000e+00	1.000000000000000021e-03	2.000000000000000042e-03	3.000000000000000062e-03	4.000000000000000083e-03	5.000000000000000104e-03	6.000000000000000125e-03	7.000000000000000146e-03	8.000000000000000167e-03	8.999999999999999320e-03	1.000000000000000021e-02
-1.885000000000000009e-01	2.288207763209411146e-10	-1.554711393723109424e-10	-5.250477598216797203e-12	1.065707522425128584e-10	-2.296040538123034019e-10	-2.237817711156352708e-10	4.518182030726499549e-10	1.294867699811861479e-09	1.644400080035214705e-09	2.001540251196633155e-09	2.410363461837403520e-09	3.130569687387090652e-09	3.286038889350875986e-09	2.082708831849608623e-09	1.336813790961522589e-09	1.296942548148603378e-09	1.768332291953460738e-09	1.172001940319205528e-09	3.352372765378255205e-10	1.223883197990875644e-10	-3.485817598315059277e-10
-1.875000000000000000e-01	1.765155503941278885e-10	-2.077763652991241684e-10	-5.755570352503003056e-11	5.426552631569963235e-11	-2.819092797391166538e-10	-2.760869970424484969e-10	3.995129771458367030e-10	1.242562473885048279e-09	1.592094854108401298e-09	1.949235025269819541e-09	2.358058235910590319e-09	3.078264461460277866e-09	3.233733663424062785e-09	2.030403605922795836e-09	1.284508565034709595e-09	1.244637322221789971e-09	1.716027066026647538e-09	1.119696714392392328e-09	2.829320506110122686e-10	7.008309387227431248e-11	-4.008869857583191279e-10
-1.864999999999999991e-01	6.316340155531618531e-11	-3.211285141379358975e-10	-1.709078523638417338e-10	-5.908662252311207088e-11	-3.952614285779283570e-10	-3.894391458812602001e-10	2.861608283070249997e-10	1.129210325046236679e-09	1.478742705269589491e-09	1.835882876431007942e-09	2.244706087071778513e-09	2.964912312621466059e-09	3.120381514585250979e-09	1.917051457083984030e-09	1.171156416195897995e-09	1.131285173382978371e-09	1.602674917187835731e-09	1.006344565553580521e-09	1.695799017722005654e-10	-4.326905496653738429e-11	-5.142391345971308312e-10
-1.854999999999999982e-01	-8.211769444392255075e-11	-4.664096101371746336e-10	-3.161889483630804957e-10	-2.043677185223508069e-10	-5.405425245771670414e-10	-5.347202418804989879e-10	1.408797323077862378e-10	9.839292290469979945e-10	1.333461609270350807e-09	1.690601780431769257e-09	2.099424991072539622e-09	2.819631216622227168e-09	2.975100418586012088e-09	1.771770361084745139e-09	1.025875320196659104e-09	9.860040773837396864e-10	1.457393821188597047e-09	8.610634695543418370e-10	2.429880577296184224e-11	-1.885501509657761010e-10	-6.595202305963695155e-10
-1.844999999999999973e-01	-1.684460203259486079e-10	-5.527379360192006649e-10	-4.025172742451065270e-10	-2.906960444043768124e-10	-6.268708504591930727e-10	-6.210485677625249158e-10	5.455140642576018711e-11	8.976009031649719632e-10	1.247133283388324879e-09	1.604273454549743123e-09	2.013096665190513694e-09	2.733302890740201240e-09	2.888772092703986160e-09	1.685442035202719004e-09	9.395469943146329695e-10	8.996757515017134483e-10	1.371065495306571119e-09	7.747351436723157023e-10	-6.202952010906421494e-11	-2.748784768478021840e-10	-7.458485564783956502e-10
-1.834999999999999964e-01	-3.143350444173830124e-10	-6.986269601106349918e-10	-5.484062983365408539e-10	-4.365850684958112427e-10	-7.727598745506275030e-10	-7.669375918539593461e-10	-9.133761766567421087e-11	7.517118790735374295e-10	1.101244259296890449e-09	1.458384430458308485e-09	1.867207641099079470e-09	2.587413866648766603e-09	2.742883068612552350e-09	1.539553011111284574e-09	7.936579702231986426e-10	7.537867274102791214e-10	1.225176471215136482e-09	6.288461195808813754e-10	-2.079185442004986065e-10	-4.207675009392365626e-10	-8.917375805698300805e-10
-1.824999999999999956e-01	-3.746397676819148105e-10	-7.589316833751668933e-10	-6.087110216010727554e-10	-4.968897917603431442e-10	-8.330645978151593012e-10	-8.272423151184913510e-10	-1.516423409302060219e-10	6.914071558090056313e-10	1.040939536032358650e-09	1.398079707193776687e-09	1.806902917834547465e-09	2.527109143384234805e-09	2.682578345348020138e-09	1.479248287846752776e-09	7.333532469586667410e-10	6.934820041457474266e-10	1.164871747950604684e-09	5.685413963163494739e-10	-2.682232674650303787e-10	-4.810722242037685158e-10	-9.520423038343618787e-10
-1.814999999999999947e-01	-1.604813381839153193e-10	-5.447732538771673505e-10	-3.945525921030732643e-10	-2.827313622623436014e-10	-6.189061683171597583e-10	-6.130838856204917048e-10	6.251608856779348217e-11	9.055655853070050708e-10	1.255097965530358297e-09	1.612238136691776540e-09	2.021061347332546905e-09	2.741267572882234037e-09	2.896736774846019784e-09	1.693406717344752215e-09	9.475116764566661805e-10	9.076404336437468661e-10	1.379030177448604537e-09	7.826998258143490167e-10	-5.406483796703092635e-11	-2.669137947057688695e-10	-7.378838743363623358e-10
-1.804999999999999938e-01	-5.877840303987109281e-11	-4.430703187331231369e-10	-2.928496569590289990e-10	-1.810284271182993361e-10	-5.172032331731156481e-10	-5.113809504764474911e-10	1.642190237118377087e-10	1.007268520451049388e-09	1.356800900674402200e-09	1.713941071835820651e-09	2.122764282476591428e-09	2.842970508026278147e-09	2.998439709990063895e-09	1.795109652488796325e-09	1.049214611600710498e-09	1.009343368787791080e-09	1.480733112592648440e-09	8.844027609583933337e-10	4.763809717701330018e-11	-1.652108595617246818e-10	-6.361809391923181222e-10
