0.000000000000000000e+00	-6.000000000000000125e-03	-5.000000000000000104e-03	-4.000000000000000083e-03	-3.000000000000000062e-03	-2.000000000000000042e-03	-1.000000000000000021e-03	0.000000000000000000e+00	1.000000000000000021e-03	2.000000000000000042e-03	3.000000000000000062e-03	4.000000000000000083e-03	5.000000000000000104e-03	6.000000000000000125e-03
-2.000000000000000111e-01	-5.964629490908617486e-10	-4.412494972018838605e-11	4.234278505084847681e-10	-2.846840162557056555e-10	6.040196324020906793e-10	1.546162100262481791e-09	7.700422155115112266e-10	-1.574873481330711667e-10	-3.694381092396465600e-10	-7.476169081759309226e-10	-1.319018216533006457e-09	-1.302846999621351642e-09	-1.280194604718739609e-09
-1.990000000000000102e-01	-7.999528204056232777e-10	-2.476148210349498764e-10	2.199379791937233424e-10	-4.881738875704670812e-10	4.005297610873292537e-10	1.342672228947720055e-09	5.665523441967495942e-10	-3.609772194478326441e-10	-5.729279805544080891e-10	-9.511067794906924517e-10	-1.522508087847767987e-09	-1.506336870936113171e-09	-1.483684476033501138e-09
-1.980000000000000093e-01	-9.428545162946264338e-10	-3.905165169239531359e-10	7.703628330472008289e-11	-6.310755834594704441e-10	2.576280651983260458e-10	1.199770533058717003e-09	4.236506483077464381e-10	-5.038789153368359553e-10	-7.158296764434112452e-10	-1.094008475379695711e-09	-1.665409783736771453e-09	-1.649238566825116224e-09	-1.626586171922504605e-09
-1.970000000000000084e-01	-1.127359615958002291e-09	-5.750216165873289934e-10	-1.074688163586557100e-10	-8.155806831228460948e-10	7.312296553495020125e-11	1.015265433395341145e-09	2.391455486443706322e-10	-6.883840150002117094e-10	-9.003347761067871027e-10	-1.278513575043071362e-09	-1.849914883400147310e-09	-1.833743666488492081e-09	-1.811091271585880255e-09
-1.960000000000000075e-01	-1.243455049473142445e-09	-6.911170501024689405e-10	-2.235642498737956184e-10	-9.316761166379861454e-10	-4.297246798018970713e-11	8.991699998802011979e-10	1.230501151292307368e-10	-8.044794485153516566e-10	-1.016430209621926843e-09	-1.394609008558211516e-09	-1.966010316915286844e-09	-1.949839100003631822e-09	-1.927186705101020202e-09
-1.950000000000000067e-01	-1.396635937436044458e-09	-8.442979380653709532e-10	-3.767451378366976827e-10	-1.084857004600888158e-09	-1.961533559430917973e-10	7.459891119172990819e-10	-3.013077283367134696e-11	-9.576603364782537726e-10	-1.169611097584828856e-09	-1.547789896521113529e-09	-2.119191204878188857e-09	-2.103019987966534248e-09	-2.080367593063921801e-09
-1.940000000000000058e-01	-1.523348060178872595e-09	-9.710100608081992975e-10	-5.034572605795259754e-10	-1.211569127343716296e-09	-3.228654786859200641e-10	6.192769891744708409e-10	-1.568428955764996202e-10	-1.084372459221082117e-09	-1.296323220327657200e-09	-1.674502019263941873e-09	-2.245903327621017408e-09	-2.229732110709362386e-09	-2.207079715806750353e-09
-1.930000000000000049e-01	-1.426808329144829212e-09	-8.744703297741558102e-10	-4.069175295454825915e-10	-1.115029396309672912e-09	-2.263257476518766544e-10	7.158167202085143282e-10	-6.030316454245622338e-11	-9.878327281870387330e-10	-1.199783489293613816e-09	-1.577962288229898489e-09	-2.149363596586974231e-09	-2.133192379675318795e-09	-2.110539984772707175e-09
-1.920000000000000040e-01	-1.100071735948576070e-09	-5.477337365779027717e-10	-8.018093634922950121e-11	-7.882928031134198731e-10	1.004108455443764101e-10	1.042553313404767160e-09	2.664334286537968540e-10	-6.610961349907854877e-10	-8.730468960973608810e-10	-1.251225695033645347e-09	-1.822627003390720675e-09	-1.806455786479066067e-09	-1.783803391576453827e-09
-1.910000000000000031e-01	-8.994002093663749162e-10	-3.470622099957015665e-10	1.204905902329716264e-10	-5.876212765312187197e-10	3.010823721265775635e-10	1.243224839986968624e-09	4.671049552359979557e-10	-4.604246084085843860e-10	-6.723753695151597275e-10	-1.050554168451444090e-09	-1.621955476808519832e-09	-1.605784259896864603e-09	-1.583131864994252983e-09
-1.900000000000000022e-01	-7.445713344769915822e-10	-1.922333351063182584e-10	2.753194651223549345e-10	-4.327924016418354891e-10	4.559112470159608974e-10	1.398053714876351647e-09	6.219338301253813930e-10	-3.055957335192010520e-10	-5.175464946257763936e-10	-8.957252935620607562e-10	-1.467126601919136601e-09	-1.450955385007481372e-09	-1.428302990104869753e-09
-1.890000000000000013e-01	-7.604520861540383206e-10	-2.081140867833650744e-10	2.594387134453081444e-10	-4.486731533188823309e-10	4.400304953389140040e-10	1.382172963199304806e-09	6.060530784483344479e-10	-3.214764851962478421e-10	-5.334272463028231320e-10	-9.116060452391078048e-10	-1.483007353596183443e-09	-1.466836136684528214e-09	-1.444183741781916595e-09
-1.880000000000000004e-01	-9.080912597679463106e-10	-3.557532603972730126e-10	1.117995398314001932e-10	-5.963123269327902175e-10	2.923913217250061174e-10	1.234533789585397022e-09	4.584139048344265613e-10	-4.691156588101558321e-10	-6.810664199167311220e-10	-1.059245218853015485e-09	-1.630646527210091226e-09	-1.614475310298436204e-09	-1.591822915395824378e-09
-1.869999999999999996e-01	-9.899360342783173963e-10	-4.375980349076439949e-10	2.995476532102920442e-11	-6.781571014431611998e-10	2.105465472146351092e-10	1.152689015075026040e-09	3.765691303240555273e-10	-5.509604333205268144e-10	-7.629111944271022077e-10	-1.141089993363386674e-09	-1.712491301720462209e-09	-1.696320084808807186e-09	-1.673667689906195360e-09
-1.859999999999999987e-01	-1.032302804921717102e-09	-4.799648055510440113e-10	-1.241200532237075378e-11	-7.205238720865612162e-10	1.681797765712351704e-10	1.110322244431625920e-09	3.342023596806556143e-10	-5.933272039639267273e-10	-8.052779650705021206e-10	-1.183456764006786380e-09	-1.754858072363862122e-09	-1.738686855452207306e-09	-1.716034460549595273e-09
-1.849999999999999978e-01	-1.035639681731934610e-09	-4.833016823612615191e-10	-1.574888213258827449e-11	-7.238607488967787239e-10	1.648428997610176368e-10	1.106985367621408413e-09	3.308654828704380548e-10	-5.966640807741442351e-10	-8.086148418807196284e-10	-1.186793640817004094e-09	-1.758194949174079836e-09	-1.742023732262424607e-09	-1.719371337359812988e-09
-1.839999999999999969e-01	-1.041669693846950518e-09	-4.893316944762771168e-10	-2.177889424760384309e-11	-7.298907610117942182e-10	1.588128876460020908e-10	1.100955355506392918e-09	3.248354707554225088e-10	-6.026940928891598328e-10	-8.146448539957351227e-10	-1.192823652932019589e-09	-1.764224961289095330e-09	-1.748053744377440101e-09	-1.725401349474828482e-09
-1.829999999999999960e-01	-1.192709141625484561e-09	-6.403711422548113668e-10	-1.728183420261381222e-10	-8.809302087903285717e-10	7.773439867467803579e-12	9.499159077278586682e-10	1.737960229768882329e-10	-7.537335406676941862e-10	-9.656843017742693727e-10	-1.343863100710553839e-09	-1.915264409067629580e-09	-1.899093192155974558e-09	-1.876440797253362525e-09
