0.000000000000000000e+00	-6.000000000000000125e-03	-5.000000000000000104e-03	-4.000000000000000083e-03	-3.000000000000000062e-03	-2.000000000000000042e-03	-1.000000000000000021e-03	0.000000000000000000e+00	1.000000000000000021e-03	2.000000000000000042e-03	3.000000000000000062e-03	4.000000000000000083e-03	5.000000000000000104e-03	6.000000000000000125e-03
-1.000000000000000056e-01	2.381377447133900153e-09	1.384454741446218525e-09	1.110067168166641731e-09	1.099078862361385563e-09	9.320125621256467583e-10	4.213286794181647191e-10	-1.094801887327555141e-10	-3.967464215554986417e-10	5.873296281727062075e-10	1.058208315187804585e-09	1.370518035529418105e-09	1.602550003176552857e-09	1.247628639909560935e-09
-9.900000000000000466e-02	2.294998651479163564e-09	1.298075945791482143e-09	1.023688372511905142e-09	1.012700066706648974e-09	8.456337664709103760e-10	3.349498837634282852e-10	-1.958589843874919221e-10	-4.831252172102350239e-10	5.009508325179696185e-10	9.718295195330682026e-10	1.284139239874681929e-09	1.516171207521816681e-09	1.161249844254824552e-09
-9.800000000000000377e-02	2.368394491761783316e-09	1.371471786074101895e-09	1.097084212794524894e-09	1.086095906989268933e-09	9.190296067535301281e-10	4.083457240460480889e-10	-1.224631441048721183e-10	-4.097293769276152201e-10	5.743466728005895774e-10	1.045225359815687955e-09	1.357535080157301681e-09	1.589567047804436227e-09	1.234645684537444304e-09
-9.700000000000000289e-02	2.776527099144894630e-09	1.779604393457212796e-09	1.505216820177635794e-09	1.494228514372379834e-09	1.327162214136641029e-09	8.164783314291588862e-10	2.856694632782386014e-10	-1.596769544504490309e-12	9.824792801837004780e-10	1.453357967198798855e-09	1.765667687540412375e-09	1.997699655187547127e-09	1.642778291920554998e-09
-9.600000000000000200e-02	3.040043046346845663e-09	2.043120340659164656e-09	1.768732767379587448e-09	1.757744461574331280e-09	1.590678161338592682e-09	1.079994278631110539e-09	5.491854104801904098e-10	2.619191776574472304e-10	1.245995227385652131e-09	1.716873914400750302e-09	2.029183634742363822e-09	2.261215602389498574e-09	1.906294239122506445e-09
-9.500000000000000111e-02	3.287707856388573693e-09	2.290785150700891858e-09	2.016397577421315063e-09	2.005409271616058482e-09	1.838342971380320091e-09	1.327659088672837949e-09	7.968502205219178188e-10	5.095839876991746912e-10	1.493660037427379540e-09	1.964538724442477711e-09	2.276848444784091438e-09	2.508880412431226603e-09	2.153959049164234061e-09
-9.400000000000000022e-02	3.434652292802199219e-09	2.437729587114517384e-09	2.163342013834940590e-09	2.152353708029684422e-09	1.985287407793946238e-09	1.474603525086463889e-09	9.437946569355435521e-10	6.565284241128005279e-10	1.640604473841005274e-09	2.111483160856103651e-09	2.423792881197717378e-09	2.655824848844851716e-09	2.300903485577860001e-09
-9.299999999999999933e-02	3.580231785622501121e-09	2.583309079934818873e-09	2.308921506655242492e-09	2.297933200849985911e-09	2.130866900614247726e-09	1.620183017906765377e-09	1.089374149755845247e-09	8.021079169331020161e-10	1.786183966661306762e-09	2.257062653676405139e-09	2.569372374018018866e-09	2.801404341665153618e-09	2.446482978398161489e-09
-9.199999999999999845e-02	3.700834211454099834e-09	2.703911505766418413e-09	2.429523932486841619e-09	2.418535626681585038e-09	2.251469326445846853e-09	1.740785443738364504e-09	1.209976575587444374e-09	9.227103427647012463e-10	1.906786392492906096e-09	2.377665079508004680e-09	2.689974799849617993e-09	2.922006767496752331e-09	2.567085404229760616e-09
-9.099999999999999756e-02	3.794454033032240872e-09	2.797531327344559037e-09	2.523143754064982656e-09	2.512155448259726075e-09	2.345089148023987891e-09	1.834405265316505541e-09	1.303596397165585412e-09	1.016330164342842387e-09	2.000406214071046720e-09	2.471284901086146131e-09	2.783594621427759030e-09	3.015626589074893369e-09	2.660705225807901653e-09
