0.000000000000000000e+00	-5.000000000000000104e-03	-4.000000000000000083e-03	-3.000000000000000062e-03	-2.000000000000000042e-03	-1.000000000000000021e-03	0.000000000000000000e+00	1.000000000000000021e-03	2.000000000000000042e-03	3.000000000000000062e-03	4.000000000000000083e-03	5.000000000000000104e-03
-1.250000000000000000e-01	1.239295295711996623e-09	1.846038145856525129e-09	6.859372968692437822e-10	-7.797283754310098551e-10	-5.872073290774752193e-10	2.860863529444847856e-09	6.504823616198507734e-09	6.676540454864771525e-09	2.777569234425992033e-09	-8.385507449232457033e-11	-2.178853326446593104e-10
-1.239999999999999991e-01	1.375350063168193222e-09	1.982092913312721522e-09	8.219920643254404850e-10	-6.436736079748132557e-10	-4.511525616212785165e-10	2.996918296901044249e-09	6.640878383654704127e-09	6.812595222320968745e-09	2.913624001882189253e-09	5.219969296387211309e-11	-8.183056518846262053e-11
-1.229999999999999982e-01	1.483585685051176994e-09	2.090328535195705501e-09	9.302276862084243607e-10	-5.354379860918292767e-10	-3.429169397382946408e-10	3.105153918784028228e-09	6.749114005537688519e-09	6.920830844203952310e-09	3.021859623765173232e-09	1.604353148468560211e-10	2.640505669452128421e-11
-1.219999999999999973e-01	1.568992820640215798e-09	2.175735670784744304e-09	1.015634821797462957e-09	-4.500308505027905767e-10	-2.575098041492559409e-10	3.190561054373067031e-09	6.834521141126726909e-09	7.006237979792990700e-09	3.107266759354212035e-09	2.458424504358947210e-10	1.118121922835599809e-10
-1.209999999999999964e-01	1.616133440915766592e-09	2.222876291060295305e-09	1.062775442073013958e-09	-4.028902302272396792e-10	-2.103691838737050692e-10	3.237701674648618032e-09	6.881661761402278324e-09	7.053378600068542115e-09	3.154407379629762623e-09	2.929830707114456185e-10	1.589528125591108655e-10
-1.199999999999999956e-01	1.673253464254277048e-09	2.279996314398805761e-09	1.119895465411524414e-09	-3.457702068887292750e-10	-1.532491605351946133e-10	3.294821697987128488e-09	6.938781784740788366e-09	7.110498623407051330e-09	3.211527402968273079e-09	3.501030940499560228e-10	2.160728358976213215e-10
-1.189999999999999947e-01	1.880673748247897703e-09	2.487416598392426417e-09	1.327315749405145277e-09	-1.383499228951085158e-10	5.417112345842613294e-11	3.502241981980749144e-09	7.146202068734409849e-09	7.317918907400672813e-09	3.418947686961894148e-09	5.575233780435768336e-10	4.234931198912420806e-10
-1.179999999999999938e-01	1.906652100483478873e-09	2.513394950628008000e-09	1.353294101640726447e-09	-1.123715706595271520e-10	8.014947569400749675e-11	3.528220334216330314e-09	7.172180420969991433e-09	7.343897259636254396e-09	3.444926039197474904e-09	5.835017302791582104e-10	4.494714721268234573e-10
-1.170000000000000068e-01	1.773529240118745397e-09	2.380272090263273904e-09	1.220171241275992764e-09	-2.454944310242609253e-10	-5.297338467072628299e-11	3.395097473851596631e-09	7.039057560605257336e-09	7.210774399271521127e-09	3.311803178832741635e-09	4.503788699144243725e-10	3.163486117620896194e-10
-1.160000000000000059e-01	1.757090661156309184e-09	2.363833511300838104e-09	1.203732662313556550e-09	-2.619330099866972423e-10	-6.941196363316258061e-11	3.378658894889160417e-09	7.022618981642820295e-09	7.194335820309084914e-09	3.295364599870305008e-09	4.339402909519881071e-10	2.999100327996533024e-10
